UserID,LengthOfScreenName,LengthOfDescriptionInUserProfile,LifetimeAccountInMonth,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,FollowingFollowerRatio,MeanTweetsPerDay,UrlInTweetsRate,UserMentionsRate,MeanTimeSecBetweenTweets,MaxTimeSecBetweenTweets,MeanNbMentionsPerTweet,MeanJaccardSimilarity,TypeOfUser
49318415,14,160,7,6426,5925,70,1.08,1.0,1.0,0.01,273621.0,2005698.0,1.0,0.21,1
49342373,10,66,6,124,54,75,2.3,4.0,0.05,0.32,305952.0,13039229.0,2.0,0.04,1
49361924,13,0,7,180,35,276,5.14,195.0,0.03,0.0,288.0,26111.0,0.0,0.16,1
49374343,8,114,6,5797,5270,23,1.1,2.0,0.5,0.23,683628.0,11676973.0,1.0,0.01,1
49404066,10,25,6,34222,32981,265,1.04,2.0,0.62,0.47,78517.0,605133.0,2.0,0.04,1
49420262,15,44,10,847,655,260,1.29,4.0,0.64,0.51,45479.0,1028496.0,1.0,0.24,1
49423642,11,26,8,1795,541,519,3.32,67.0,1.0,0.0,707.0,9815.0,0.0,0.11,1
49427666,11,150,6,2584,2661,2013,0.97,12.0,1.0,0.0,7300.0,137792.0,1.0,0.04,1
49436105,10,149,10,9264,8473,645,1.09,2.0,0.98,0.03,84562.0,3114913.0,2.0,0.07,1
49443008,10,38,7,14699,13519,527,1.09,2.0,0.5,0.34,80752.0,1941649.0,4.0,0.06,1
49447461,12,74,8,2018,1890,3014,1.07,29.0,1.0,0.0,2519.0,37843.0,0.0,0.05,1
49457632,12,93,6,456,588,139,0.78,2.0,0.26,0.45,122240.0,1658567.0,1.0,0.08,1
49478505,8,82,9,1147,764,6,1.5,2.0,0.0,0.5,3952401.0,22893402.0,1.0,0.21,1
49489383,12,28,9,532,66,169,8.06,3.0,0.12,0.37,154494.0,2771054.0,1.0,0.07,1
49510086,15,69,11,1988,1713,3127,1.16,33.0,1.0,0.0,2313.0,55789.0,0.0,0.1,1
49511233,14,0,9,413,264,845,1.56,19.0,0.27,0.86,5822.0,434524.0,1.0,0.24,1
49516532,14,100,10,1608,1346,497,1.19,15.0,1.0,0.0,7574.0,220222.0,0.0,0.14,1
49540724,14,62,6,2001,527,54,3.8,5.0,0.46,0.04,273533.0,7606376.0,1.0,0.04,1
49541458,15,67,7,3638,3810,648,0.95,3.0,0.06,0.0,29715.0,456634.0,0.0,0.03,1
49565018,12,25,11,21879,21013,1207,1.04,3.0,0.48,0.26,26567.0,213211.0,1.0,0.03,1
49595064,9,2,12,331,211,180,1.57,5.0,0.28,0.36,175350.0,21406182.0,1.0,0.11,1
49622624,10,43,11,988,283,55,3.49,2.0,0.49,0.02,518878.0,8768413.0,1.0,0.07,1
49626876,8,0,12,268,96,519,2.79,4.0,0.01,0.67,55351.0,2035788.0,1.0,0.02,1
49628557,9,0,8,9609,8783,2656,1.09,18.0,1.0,0.0,4566.0,44998.0,0.0,0.04,1
49633669,12,28,7,558,521,1030,1.07,15.0,1.0,0.14,5726.0,159439.0,1.0,0.12,1
49634378,11,39,8,4217,3860,2057,1.09,14.0,0.05,0.55,6614.0,190129.0,1.0,0.04,1
49642873,10,0,7,6641,6043,2137,1.1,17.0,1.0,0.0,4620.0,20993.0,0.0,0.07,1
49700533,13,0,6,1973,1151,37,1.71,3.0,0.59,0.03,217387.0,5699305.0,1.0,0.09,1
49713466,12,116,7,2000,1276,521,1.57,6.0,0.6,0.45,31972.0,1003540.0,1.0,0.06,1
49724474,10,43,11,2635,2511,9,1.05,2.0,1.0,0.0,1180402.0,7507699.0,0.0,0.11,1
49724644,12,79,7,9918,9032,944,1.1,6.0,0.57,0.96,13766.0,242296.0,1.0,0.1,1
49741083,12,118,8,193,74,17,2.61,2.0,0.82,0.65,1299714.0,18472359.0,1.0,0.21,1
49743632,10,119,11,604,422,36,1.43,3.0,0.75,0.03,803652.0,26471363.0,1.0,0.1,1
49749001,12,160,7,5361,5358,143,1.0,2.0,0.12,0.33,164464.0,1011274.0,1.0,0.07,1
49756426,13,113,6,5390,5379,1480,1.0,6.0,0.0,0.1,21299.0,301911.0,1.0,0.07,1
49767161,15,51,10,2923,2907,2429,1.01,40.0,0.08,0.82,1818.0,37515.0,3.0,0.05,1
49786698,13,87,6,1031,786,98,1.31,1.0,0.61,0.1,150637.0,1558140.0,1.0,0.03,1
49818607,15,46,12,3164,2877,870,1.1,3.0,0.51,0.44,37679.0,317896.0,1.0,0.1,1
49821892,4,0,7,1488,223,224,6.67,33.0,0.99,0.0,2385.0,13264.0,0.0,0.03,1
49826878,7,43,7,357,320,716,1.12,29.0,0.02,0.87,2387.0,53466.0,1.0,0.06,1
49850156,11,0,9,246,121,43,2.03,1.0,0.14,0.14,304457.0,2094387.0,1.0,0.04,1
49870730,9,0,12,2001,1316,18,1.52,2.0,0.5,0.06,454672.0,3851085.0,1.0,0.08,1
49872776,14,89,6,2656,2634,323,1.01,7.0,0.75,0.41,20689.0,687922.0,1.0,0.15,1
49895167,10,0,7,1869,1222,916,1.53,7.0,1.0,0.4,17157.0,403817.0,1.0,0.1,1
49896451,11,0,7,176,87,1997,2.02,12.0,1.0,0.0,7091.0,134731.0,0.0,0.05,1
49903005,13,113,7,3721,3383,59158,1.1,67.0,1.0,0.0,689.0,7755.0,0.0,0.06,1
49905761,10,52,11,772,798,6066,0.97,5.0,0.19,0.45,16779.0,185821.0,1.0,0.07,1
49907225,13,0,11,238,92,83,2.59,2.0,0.25,0.28,377520.0,14690139.0,1.0,0.01,1
49911277,8,0,6,866,1485,74,0.58,2.0,0.78,0.08,95533.0,1660002.0,1.0,0.04,1
49916786,10,104,7,1663,487,58,3.41,3.0,0.91,0.0,307992.0,9605827.0,0.0,0.04,1
49947351,10,0,9,1907,1048,59,1.82,2.0,0.59,0.07,420073.0,6918675.0,1.0,0.08,1
49952325,7,4,8,1899,1655,609,1.15,7.0,0.85,0.22,96425.0,14440749.0,1.0,0.04,1
49986429,14,117,7,1123,828,108,1.36,2.0,0.55,0.15,190269.0,5118822.0,1.0,0.04,1
50015195,11,41,6,2260,2057,176,1.1,3.0,0.18,0.71,120345.0,5265631.0,1.0,0.03,1
50045067,14,19,6,4733,4357,4456,1.09,17.0,0.04,0.6,4609.0,95352.0,1.0,0.04,1
50047083,15,0,6,8186,7581,78,1.08,2.0,0.64,0.0,196132.0,1462788.0,0.0,0.05,1
50063072,12,157,7,6177,5616,7744,1.1,4.0,0.94,0.06,24870.0,305704.0,1.0,0.05,1
50067403,13,123,7,547,1024,70,0.53,4.0,0.26,0.07,287680.0,11059728.0,1.0,0.08,1
50071182,10,0,12,306,201,10,1.52,1.0,0.58,0.17,313290.0,1625926.0,2.0,0.1,1
50077742,15,143,6,362,543,204,0.67,2.0,0.94,0.04,79432.0,529599.0,1.0,0.09,1
50080995,15,44,11,1366,1007,208,1.36,3.0,0.6,0.46,37870.0,529943.0,1.0,0.09,1
50081949,15,157,13,255,1911,335,0.13,2.0,0.31,0.35,92603.0,1052782.0,1.0,0.03,1
50088808,14,29,6,1290,953,1644,1.35,7.0,1.0,0.0,11383.0,86336.0,0.0,0.04,1
50100941,7,152,11,1760,476,169,3.7,62.0,0.23,0.37,743.0,11037.0,1.0,0.05,1
50119652,8,105,11,490,1126,142,0.44,2.0,0.72,0.23,207054.0,5968869.0,1.0,0.08,1
50159752,7,86,11,194,28,51,6.93,2.0,0.25,0.33,508462.0,14068012.0,1.0,0.05,1
50162833,14,158,12,947,257,45,3.68,2.0,0.61,0.02,525761.0,3969528.0,1.0,0.43,1
50188562,12,108,6,2847,3087,6742,0.92,17.0,0.74,0.01,36704.0,2542135.0,1.0,0.05,1
50200005,15,125,10,1560,1605,98,0.97,2.0,0.96,0.06,271312.0,1918201.0,1.0,0.09,1
50214921,7,0,11,256,237,1211,1.08,9.0,0.31,0.39,9853.0,108656.0,1.0,0.06,1
50217266,13,60,6,1480,202,323,7.33,7.0,0.81,0.01,12585.0,84881.0,1.0,0.04,1
50231826,12,109,9,870,468,488,1.86,3.0,0.62,0.27,43764.0,609826.0,1.0,0.13,1
50238804,15,63,8,1148,2087,55,0.55,3.0,0.51,0.22,402099.0,9389292.0,1.0,0.06,1
50239267,12,63,9,348,289,5075,1.2,27.0,0.23,0.39,2591.0,66332.0,2.0,0.03,1
50281343,12,79,6,7072,6669,1351,1.06,6.0,1.0,0.0,44384.0,2762692.0,0.0,0.12,1
50282543,10,18,6,2911,2768,1149,1.05,7.0,1.0,0.0,40597.0,2763603.0,0.0,0.15,1
50282792,6,71,6,6337,5822,1185,1.09,8.0,1.0,0.0,41221.0,4988970.0,0.0,0.15,1
50290561,8,157,11,23142,30864,12681,0.75,24.0,0.97,0.0,2779.0,30476.0,0.0,0.04,1
50307593,14,91,12,942,365,204,2.58,2.0,0.78,0.17,204936.0,2311087.0,1.0,0.04,1
50336232,5,135,6,8135,7418,1980,1.1,10.0,0.91,0.02,53405.0,3285698.0,1.0,0.08,1
50343481,12,68,6,6655,6050,1433,1.1,5.0,1.0,0.0,16057.0,70917.0,0.0,0.07,1
50346973,8,55,9,1906,1390,192,1.37,3.0,0.94,0.03,129068.0,3084460.0,1.0,0.05,1
50361207,9,84,13,222,37,60,6.0,2.0,0.08,0.36,657466.0,16692608.0,1.0,0.02,1
50372672,14,68,7,598,150,62,3.99,3.0,0.85,0.06,222031.0,6374239.0,1.0,0.04,1
50383084,9,83,11,742,464,2039,1.6,6.0,0.02,0.02,14863.0,82957.0,1.0,0.02,1
50390631,12,104,6,635,331,20,1.92,1.0,0.9,0.0,777587.0,6692790.0,0.0,0.04,1
50390739,14,75,7,599,127,94,4.72,1.0,0.97,0.04,160904.0,4053825.0,1.0,0.15,1
50409968,7,132,11,2166,2552,122,0.85,2.0,0.57,0.0,239726.0,17806602.0,0.0,0.04,1
50436394,11,107,6,1990,603,335,3.3,3.0,0.92,0.2,47381.0,922288.0,1.0,0.04,1
50442678,5,150,12,354,182,120,1.95,2.0,0.68,0.02,265191.0,7700398.0,1.0,0.05,1
50480185,7,0,12,91,5,9,18.2,2.0,1.0,0.0,568729.0,3134238.0,0.0,0.4,1
50483429,10,121,7,1385,635,2006,2.18,11.0,1.0,0.0,7806.0,52011.0,0.0,0.14,1
50491362,10,0,7,1509,1285,33369,1.17,100.0,0.12,0.0,285.0,1870.0,0.0,0.06,1
50494796,11,159,9,656,894,1024,0.73,6.0,0.97,0.04,25146.0,348516.0,1.0,0.07,1
50518645,5,81,7,1618,2011,136,0.8,2.0,0.75,0.33,140335.0,1504252.0,2.0,0.02,1
50520114,15,0,9,1840,1092,10,1.68,2.0,0.75,0.12,2965756.0,22136244.0,1.0,0.04,1
50520199,12,45,10,2099,1956,126,1.07,2.0,0.29,0.58,220104.0,2948988.0,1.0,0.07,1
50521159,11,42,6,505,167,25,3.02,2.0,0.72,0.2,627973.0,9860440.0,1.0,0.06,1
50558936,8,74,6,7787,7738,938,1.01,5.0,1.0,0.0,18454.0,183357.0,0.0,0.18,1
50575147,7,129,11,1573,1183,5377,1.33,25.0,1.0,0.0,4901.0,276218.0,0.0,0.17,1
50579650,11,15,6,1022,381,14,2.68,3.0,0.07,0.14,1061018.0,9360530.0,1.0,0.15,1
50582261,10,0,12,316,170,266,1.86,7.0,0.03,0.52,27778.0,1985342.0,1.0,0.04,1
50604821,15,0,8,2001,1770,1779,1.13,7.0,1.0,0.0,12439.0,58116.0,0.0,0.11,1
50640218,15,114,9,1080,354,198,3.05,2.0,0.85,0.45,130883.0,1635964.0,1.0,0.09,1
50644627,10,23,8,346,73,27,4.74,3.0,0.44,0.11,849572.0,19102531.0,1.0,0.15,1
50677180,15,105,12,2595,2362,845,1.1,13.0,0.7,0.26,6406.0,163772.0,1.0,0.1,1
50692839,11,0,11,354,101,39,3.5,1.0,0.65,0.0,1497158.0,14902129.0,0.0,0.01,1
50697900,12,159,10,1179,1618,47520,0.73,67.0,0.0,0.17,591.0,3600.0,3.0,0.11,1
50699938,10,64,12,1994,351,40,5.68,3.0,0.48,0.65,835803.0,32045230.0,1.0,0.12,1
50715066,9,149,8,37999,34778,485,1.09,3.0,0.42,0.39,56115.0,585810.0,1.0,0.06,1
50728264,14,81,11,4683,4921,519,0.95,3.0,0.3,0.5,43591.0,267785.0,1.0,0.09,1
50733561,13,132,6,12781,12499,100,1.02,2.0,0.07,0.51,49775.0,425649.0,1.0,0.04,1
50740014,10,0,7,1337,1356,253,0.99,2.0,0.87,0.0,55424.0,794400.0,0.0,0.03,1
50747838,15,106,7,12028,11033,5176,1.09,14.0,1.0,0.01,5608.0,64396.0,1.0,0.04,1
50748367,14,0,10,2819,2574,2742,1.1,17.0,0.02,0.0,4545.0,86875.0,0.0,0.12,1
50778579,14,124,7,9272,8431,7968,1.1,7.0,1.0,0.02,11575.0,67750.0,1.0,0.04,1
50821216,13,56,9,21484,19961,10126,1.08,6.0,0.99,0.0,71929.0,4074973.0,0.0,0.12,1
50856340,15,88,7,4107,3736,16213,1.1,67.0,1.0,0.0,886.0,6441.0,1.0,0.08,1
50870010,8,111,12,2000,1409,1299,1.42,6.0,0.95,0.04,14767.0,118953.0,1.0,0.14,1
50885217,15,152,12,338,112,671,3.02,36.0,0.1,0.99,2456.0,165452.0,1.0,0.66,1
50953264,10,136,7,1331,463,103,2.87,2.0,0.13,0.0,192236.0,6148968.0,0.0,0.12,1
50973665,11,0,7,933,258,15,3.62,1.0,0.8,0.0,865211.0,4286329.0,0.0,0.03,1
50980050,13,114,6,1940,933,104,2.08,2.0,1.0,0.0,164151.0,1638269.0,0.0,0.24,1
50987014,11,127,6,1637,728,35,2.25,1.0,0.15,0.0,175876.0,1131733.0,0.0,0.08,1
51018952,9,10,6,184,856,413,0.21,3.0,0.08,0.58,39354.0,478961.0,1.0,0.04,1
51125861,12,140,6,6764,6473,608,1.04,5.0,0.54,0.12,22616.0,394980.0,1.0,0.07,1
51139742,11,89,7,2942,2792,63,1.05,2.0,0.35,0.0,297407.0,2078321.0,0.0,0.03,1
51150195,15,157,6,18112,18287,783,0.99,4.0,0.7,0.21,26536.0,217268.0,1.0,0.04,1
51204923,14,34,7,371,126,110,2.94,1.0,0.52,0.16,222235.0,1238298.0,3.0,0.04,1
51225234,7,68,6,1113,453,530,2.46,6.0,1.0,0.0,21731.0,509826.0,0.0,0.1,1
51239615,13,0,8,1539,917,43,1.68,3.0,0.91,0.65,515340.0,20633388.0,1.0,0.08,1
51256614,10,0,6,469,509,26,0.92,5.0,1.0,0.0,462729.0,8409042.0,0.0,0.26,1
51270414,7,43,7,609,134,6,4.54,2.0,0.17,0.5,1041855.0,5079139.0,1.0,0.08,1
51278048,15,154,6,4504,4088,846,1.1,5.0,0.47,0.4,20987.0,497199.0,1.0,0.07,1
51298670,10,149,8,2002,1037,3391,1.93,4.0,0.06,0.4,26905.0,367313.0,1.0,0.04,1
51299221,9,69,9,1139,543,1033,2.1,15.0,0.91,0.94,31937.0,3021938.0,1.0,0.07,1
51303300,5,78,11,2336,2151,518,1.09,2.0,0.98,0.01,71596.0,1491193.0,1.0,0.21,1
51334337,12,21,10,830,76,403,10.92,2.0,0.03,0.06,86864.0,1464870.0,1.0,0.03,1
51336591,9,26,10,806,699,242,1.15,2.0,0.68,0.02,134323.0,4240695.0,1.0,0.11,1
51347907,14,74,8,1283,819,109,1.57,2.0,0.53,0.05,169533.0,4023616.0,1.0,0.08,1
51370940,13,110,8,3961,3604,455,1.1,2.0,1.0,0.0,96806.0,7254745.0,0.0,0.09,1
51400342,15,119,12,235,52,52,4.52,2.0,0.41,0.1,640405.0,14768216.0,1.0,0.05,1
51419371,11,48,10,557,285,318,1.95,4.0,0.3,0.18,56644.0,1239782.0,1.0,0.06,1
51421867,12,132,7,1839,923,1056,1.99,6.0,1.0,0.0,26335.0,1060696.0,0.0,0.2,1
51436020,12,147,6,14102,14742,4457,0.96,25.0,1.0,0.0,3267.0,7197.0,0.0,0.39,1
51441258,13,22,13,152,76,337,2.0,3.0,0.09,0.43,78318.0,3252857.0,1.0,0.02,1
51455008,7,43,9,132,24,212,5.5,5.0,0.9,0.52,23842.0,488452.0,1.0,0.05,1
51455838,15,88,8,2214,2019,574,1.1,4.0,0.86,0.04,29909.0,672702.0,1.0,0.04,1
51461888,7,149,6,3784,3445,1949,1.1,44.0,0.15,0.0,5717.0,870597.0,0.0,0.05,1
51463964,14,149,7,2001,517,944,3.87,6.0,0.17,0.54,15459.0,185861.0,1.0,0.05,1
51469433,8,0,9,83,50,255,1.66,5.0,0.12,0.25,20438.0,195776.0,1.0,0.04,1
51471149,11,62,6,271,1503,299,0.18,5.0,0.08,0.59,15716.0,151374.0,1.0,0.04,1
51489763,10,152,6,1317,949,595,1.39,13.0,1.0,0.0,6159.0,99972.0,0.0,0.03,1
51492587,13,42,6,2819,2667,45,1.06,1.0,0.64,0.44,272245.0,1018126.0,1.0,0.14,1
51497348,15,48,12,1019,888,2968,1.15,20.0,0.2,0.67,3992.0,64744.0,2.0,0.07,1
51505553,14,160,7,440,67,66,6.57,2.0,0.61,0.11,311391.0,5546281.0,1.0,0.13,1
51518995,6,80,10,284,126,1889,2.25,22.0,0.1,0.84,4626.0,243680.0,1.0,0.04,1
51585856,15,137,10,4113,3735,42,1.1,6.0,0.62,0.0,606717.0,23946099.0,0.0,0.14,1
51588583,9,151,13,1739,1215,11104,1.43,30.0,0.43,0.7,2625.0,71413.0,2.0,0.06,1
51600842,13,17,8,2349,2538,1049,0.93,5.0,1.0,0.0,25291.0,505530.0,0.0,0.23,1
51629323,5,0,12,129,9,7,14.33,1.0,1.0,0.0,879253.0,4033743.0,0.0,0.33,1
51633650,14,97,6,5207,4809,7562,1.08,17.0,0.84,0.5,4460.0,50872.0,1.0,0.09,1
51650403,13,139,7,6329,5798,1654,1.09,8.0,1.0,0.0,9880.0,38161.0,0.0,0.03,1
51651261,12,102,6,4275,4085,2820,1.05,20.0,1.0,0.0,3888.0,17185.0,0.0,0.02,1
51655145,8,0,12,2001,322,17,6.21,2.0,0.24,0.41,1898203.0,20681752.0,1.0,0.01,1
51682288,6,141,9,1930,2006,2223,0.96,22.0,0.12,0.91,3101.0,134973.0,1.0,0.05,1
51685961,4,145,7,3190,2902,796,1.1,5.0,0.99,0.06,24628.0,385525.0,1.0,0.42,1
51689167,9,0,6,297,198,214,1.5,3.0,0.22,0.5,70075.0,2124058.0,1.0,0.04,1
51693211,13,0,6,6376,5798,2060,1.1,15.0,0.99,0.01,45300.0,6809256.0,1.0,0.03,1
51724672,12,122,8,2824,2738,8808,1.03,26.0,0.94,0.0,1970.0,4844.0,0.0,0.05,1
51752237,10,33,12,235,90,14,2.61,1.0,0.64,0.18,797859.0,2595518.0,1.0,0.02,1
51770633,10,141,12,473,317,872,1.49,3.0,0.16,0.66,31066.0,193049.0,1.0,0.04,1
51779527,14,134,7,10194,9698,4447,1.05,14.0,1.0,0.01,85963.0,9336420.0,137.0,0.06,1
51804406,15,17,11,568,453,1675,1.25,4.0,0.03,0.44,37285.0,510758.0,1.0,0.05,1
51804766,12,37,10,636,336,92,1.89,1.0,0.99,0.02,301732.0,2481674.0,1.0,0.05,1
51822370,8,71,6,4867,5382,40,0.9,1.0,0.98,0.12,377716.0,3100956.0,1.0,0.06,1
51825171,11,0,12,91,3,4,30.33,1.0,1.0,0.0,390449.0,1075220.0,0.0,0.0,1
51826282,11,160,10,1914,2149,299,0.89,6.0,0.79,0.07,25913.0,1841226.0,2.0,0.05,1
51838026,7,49,6,719,987,374,0.73,4.0,0.38,0.18,67702.0,2250122.0,1.0,0.06,1
51840944,14,31,7,3142,3027,14984,1.04,20.0,1.0,0.0,3891.0,13829.0,0.0,0.11,1
51846315,7,73,13,393,172,336,2.28,19.0,0.31,0.18,11794.0,1477248.0,1.0,0.07,1
51899724,12,54,6,1563,1519,807,1.03,7.0,1.0,0.0,11798.0,110144.0,0.0,0.05,1
51908250,15,81,6,1726,764,105,2.26,5.0,0.82,0.09,33965.0,761136.0,1.0,0.15,1
51923666,13,109,9,1001,1004,234,1.0,1.0,0.02,0.16,107840.0,1012933.0,1.0,0.05,1
51924083,12,89,6,1641,813,4,2.02,1.0,1.0,0.25,78330.0,144576.0,1.0,0.1,1
51989151,8,89,11,853,310,1609,2.75,7.0,0.29,0.33,12148.0,166456.0,1.0,0.02,1
51991431,13,80,13,3659,3326,6773,1.1,100.0,0.9,0.0,486.0,7137.0,0.0,0.01,1
51994301,15,34,10,1615,313,26,5.16,2.0,0.46,0.25,1145499.0,22572017.0,1.0,0.02,1
51994757,10,112,10,2055,1869,468,1.1,9.0,0.36,0.04,105091.0,18963632.0,1.0,0.03,1
52003110,6,0,9,7667,7174,336,1.07,2.0,0.83,0.25,66574.0,960800.0,1.0,0.03,1
52018778,15,159,7,2001,1696,258,1.18,3.0,0.62,0.24,88345.0,5567060.0,2.0,0.06,1
52031563,14,14,8,181,417,909,0.43,7.0,0.99,0.0,16416.0,334721.0,0.0,0.02,1
52045841,12,131,12,163,58,103,2.81,2.0,0.32,0.11,321818.0,23704553.0,1.0,0.06,1
52064480,14,0,7,1371,685,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52069098,15,110,8,1744,554,38,3.15,2.0,0.97,0.05,592872.0,5435822.0,1.0,0.15,1
52076320,8,0,12,132,63,27,2.1,2.0,0.13,0.2,455848.0,4928239.0,1.0,0.04,1
52079923,6,45,9,2761,4017,9384,0.69,33.0,0.18,0.59,2145.0,58926.0,1.0,0.06,1
52102749,13,0,7,516,434,643,1.19,5.0,1.0,0.0,20250.0,351971.0,0.0,0.08,1
52115148,12,78,11,3860,4620,2682,0.84,11.0,0.56,0.26,7540.0,89383.0,1.0,0.11,1
52117188,8,160,11,7187,6587,649,1.09,3.0,0.61,0.33,28634.0,348198.0,2.0,0.07,1
52126582,8,0,6,1135,824,1312,1.38,40.0,1.0,0.0,7697.0,1277465.0,0.0,0.06,1
52129058,10,64,7,3568,3252,1716,1.1,13.0,1.0,0.0,6001.0,33411.0,0.0,0.06,1
52132593,6,100,10,131,66,258,1.98,2.0,0.28,0.24,59511.0,523283.0,1.0,0.04,1
52162342,9,131,7,1744,485,47,3.6,2.0,0.28,0.06,258613.0,4747565.0,1.0,0.09,1
52194642,12,96,9,29555,27989,3344,1.06,6.0,0.64,0.01,12828.0,80338.0,1.0,0.07,1
52195231,14,74,6,1826,1450,258,1.26,2.0,0.63,0.22,44554.0,305999.0,1.0,0.06,1
52222612,15,96,9,2001,378,23,5.29,2.0,0.04,0.39,1077954.0,20217933.0,1.0,0.06,1
52226869,6,47,10,409,171,17,2.39,3.0,1.0,0.0,852678.0,6351592.0,0.0,0.22,1
52227777,9,137,7,1994,1432,390,1.39,2.0,0.78,0.14,72170.0,951077.0,1.0,0.05,1
52227924,12,41,7,6132,5601,12957,1.09,67.0,0.98,0.0,718.0,6809.0,1.0,0.05,1
52320654,12,0,6,1960,798,20,2.46,1.0,0.05,0.0,264812.0,1810863.0,0.0,0.03,1
52346348,10,0,6,1998,1127,328,1.77,3.0,0.75,0.15,45642.0,773791.0,1.0,0.06,1
52369727,12,154,6,3151,3368,2482,0.94,18.0,1.0,0.0,4373.0,37266.0,0.0,0.03,1
52371884,12,28,7,787,252,1077,3.12,6.0,0.07,0.0,52467.0,3696226.0,1.0,0.05,1
52390857,13,87,7,1801,635,37,2.84,1.0,0.76,0.03,177152.0,1893676.0,1.0,0.04,1
52392538,12,56,12,160,27,82,5.93,2.0,0.05,0.55,479688.0,10847244.0,1.0,0.02,1
52393060,12,148,6,5986,5663,1591,1.06,9.0,1.0,0.0,9067.0,102799.0,0.0,0.06,1
52394503,11,93,6,19816,18807,105,1.05,1.0,0.1,0.41,149499.0,681163.0,4.0,0.07,1
52395962,11,124,6,5352,4865,1988,1.1,14.0,1.0,0.0,5739.0,26024.0,0.0,0.02,1
52405049,7,122,12,6007,6396,9099,0.94,28.0,0.76,0.09,2453.0,16981.0,1.0,0.03,1
52413394,11,92,6,377,937,57,0.4,3.0,1.0,0.0,160262.0,3289142.0,0.0,0.23,1
52414018,14,106,6,1943,957,58,2.03,1.0,0.86,0.03,123282.0,868935.0,1.0,0.03,1
52416102,11,0,7,1993,968,3181,2.06,13.0,1.0,0.0,6131.0,93145.0,0.0,0.04,1
52421783,13,80,6,2409,2298,386,1.05,3.0,0.57,0.1,54870.0,589632.0,1.0,0.05,1
52437025,8,90,6,16215,15141,8287,1.07,40.0,1.0,0.0,10564.0,1530266.0,1.0,0.03,1
52450166,9,97,11,273,32,794,8.53,4.0,0.96,0.0,111771.0,2362518.0,0.0,0.5,1
52486998,8,143,8,3241,3086,66,1.05,1.0,0.92,0.12,351989.0,5615421.0,1.0,0.14,1
52487705,13,152,10,6923,6292,4361,1.1,12.0,1.0,0.0,6450.0,37176.0,1.0,0.06,1
52498333,12,128,12,24656,23431,6114,1.05,67.0,0.06,0.82,832.0,39752.0,1.0,0.04,1
52517022,8,55,12,410,202,606,2.03,16.0,0.98,0.06,4811.0,133706.0,1.0,0.06,1
52525336,6,128,8,6513,6152,1197,1.06,4.0,1.0,0.2,78657.0,3551315.0,1.0,0.04,1
52527078,14,51,6,442,57,1355,7.75,6.0,1.0,1.0,16290.0,179961.0,1.0,0.88,1
52540977,9,151,10,2145,2048,961,1.05,3.0,0.73,0.42,55406.0,665829.0,1.0,0.04,1
52580679,12,88,6,2108,2184,1391,0.97,11.0,1.0,0.0,7123.0,70779.0,0.0,0.1,1
52583694,4,145,8,13793,13226,131,1.04,2.0,0.8,0.19,192764.0,2722038.0,2.0,0.06,1
52602536,9,0,8,225,243,16184,0.93,67.0,0.0,1.0,851.0,32400.0,1.0,0.04,1
52602836,15,131,6,12699,11544,3641,1.1,22.0,0.57,0.0,3509.0,54398.0,0.0,0.04,1
52621568,11,26,9,196,206,8030,0.95,25.0,0.0,1.0,3276.0,62160.0,1.0,0.05,1
52656932,9,133,6,1264,525,121,2.41,3.0,0.66,0.07,110134.0,1687320.0,1.0,0.1,1
52657669,14,119,6,1588,1296,36,1.23,5.0,0.06,0.78,138211.0,3565328.0,1.0,0.06,1
52659548,9,0,9,112,7,3,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52659672,15,93,12,1290,1130,41,1.14,3.0,0.27,0.29,764447.0,10614035.0,1.0,0.06,1
52661455,9,0,6,714,375,523,1.9,2.0,0.5,0.01,37076.0,188518.0,1.0,0.11,1
52680261,14,95,9,2862,2608,166,1.1,1.0,0.75,0.12,152922.0,1646762.0,1.0,0.04,1
52682279,13,85,5,13390,12781,68,1.05,1.0,0.18,0.5,231158.0,2441610.0,4.0,0.09,1
52710212,10,0,6,610,110,262,5.55,6.0,1.0,0.15,44342.0,1171801.0,1.0,0.22,1
52715607,15,112,5,5418,4930,312,1.1,13.0,0.99,0.0,13870.0,626477.0,1.0,0.02,1
52722392,15,122,9,1837,1622,2485,1.13,5.0,1.0,0.0,15779.0,44538.0,0.0,0.06,1
52746698,10,101,11,1774,1510,317,1.17,7.0,1.0,0.0,12116.0,56167.0,0.0,0.01,1
52748227,11,105,12,1080,1005,2748,1.07,34.0,0.29,0.63,2268.0,46120.0,1.0,0.09,1
52750157,13,145,10,714,408,78,1.75,2.0,0.56,0.0,360536.0,6039930.0,0.0,0.12,1
52751177,14,57,6,17182,16416,93,1.05,3.0,0.89,0.05,157692.0,2614939.0,2.0,0.04,1
52753358,11,156,12,22421,22358,456,1.0,2.0,0.81,0.04,64533.0,471905.0,1.0,0.04,1
52754986,15,99,8,3712,3380,1193,1.1,7.0,1.0,0.0,13162.0,209290.0,0.0,0.08,1
52778489,14,115,10,43996,42235,23490,1.04,40.0,0.6,0.41,1749.0,22799.0,6.0,0.17,1
